Probe Name	Annotation	Accession	NS Probe ID	Class Name	Analyte Type	Samples above Threshold	20210527_20210527OUa_01 OU01_01.RCC	20210527_20210527OUa_02 OU02_02.RCC	20210527_20210527OUa_03 OU03_03.RCC	20210527_20210527OUa_04 OU04_04.RCC	20210527_20210527OUa_05 OU05_05.RCC	20210527_20210527OUa_06 OU06_06.RCC	20210527_20210527OUa_07 OU07_07.RCC	20210527_20210527OUa_08 OU08_08.RCC	20210527_20210527OUa_09 OU09_09.RCC	20210527_20210527OUa_10 OU10_10.RCC	20210527_20210527OUa_11 OU11_11.RCC	20210527_20210527OUa_12 OU12_12.RCC	20210528_20210528OUb_01 OU13_01.RCC	20210528_20210528OUb_02 OU14_02.RCC	20210528_20210528OUb_03 OU15_03.RCC	20210528_20210528OUb_04 OU16_04.RCC	20210528_20210528OUb_05 OU17_05.RCC	20210528_20210528OUb_06 OU18_06.RCC	20210528_20210528OUb_07 OU19_07.RCC	20210528_20210528OUb_08 OU20_08.RCC	20210528_20210528OUb_09 OU21_09.RCC	20210528_20210528OUb_10 OU22_10.RCC	20210528_20210528OUb_11 OU23_11.RCC	20210528_20210528OUb_12 OU24_12.RCC	20210602OUc_01 OU25_01.RCC	20210602OUc_02 OU26_02.RCC	20210602OUc_03 OU27_03.RCC	20210602OUc_04 OU28_04.RCC	20210602OUc_05 OU29_05.RCC	20210602OUc_06 OU30_06.RCC	20210602OUc_07 OU31_07.RCC	20210602OUc_08 OU32_08.RCC	20210602OUc_09 OU33_09.RCC	20210602OUc_10 OU34_10.RCC	20210602OUc_11 OU35_11.RCC	20210602OUc_12 OU36_12.RCC	20210602_20210602OUd_01 OU37_01.RCC	20210602_20210602OUd_02 OU38_02.RCC	20210602_20210602OUd_03 OU39_03.RCC	20210602_20210602OUd_04 OU40_04.RCC	20210602_20210602OUd_05 OU41_05.RCC	20210602_20210602OUd_06 OU42_06.RCC	20210602_20210602OUd_07 OU43_07.RCC	20210602_20210602OUd_08 OU44_08.RCC	20210602_20210602OUd_09 OU45_09.RCC	20210602_20210602OUd_10 OU46_10.RCC	20210602_20210602OUd_11 OU47_11.RCC	20210602_20210602OUd_12 OU48_12.RCC
ITGAX		NM_000887.3		Endogenous	mRNA	100	136.196	86.896	120.687	45.057	73.144	190.09	273.977	182.066	68.947	98.475	86.22	222.73	1863.397	10.037	38.311	48.958	44.151	72.667	279.368	64.123	258.123	28.52	57.087	17.498	472.712	130.263	266.881	15.887	248.181	241.206	40.428	136.8	234.854	322.574	151.836	410.426	96.548	80.247	57.777	46.356	133.724	55.041	800.153	1658.984	923.048	89.467	90.991	51.147
ITGB1		NM_033666.2		Endogenous	mRNA	100	8593.438	8499.447	9904.103	7653.182	7622.12	10130.022	11876.146	7315.34	4846.641	7177.665	6392.951	9754.874	14628.267	6508.643	11376.183	8335.194	10052.309	15044.849	9937.555	8173.07	14446.271	10760.306	4958.298	7048.439	5073.386	6333.084	5672.147	4092.397	4492.197	7211.105	7041.747	9957.313	7666.864	6158.938	4652.344	7989.97	7941.823	7469.179	6582.032	8251.099	10740.245	9551.624	5595.927	7086.272	7825.336	4886.894	6011.678	7738.472
ITGB2		NM_000211.2		Endogenous	mRNA	100	419.294	58.271	162.904	81.466	76.319	293.756	784.051	192.024	91.269	151.454	117.916	504.379	1509.858	119.742	142.36	141.651	194.025	345.812	341.376	88.831	412.192	271.162	192.863	65.365	325.517	242.843	365.178	57.932	358.953	218.03	101.228	185.78	974.452	130.997	381.844	252.066	477.129	295.892	300.619	297.919	371.586	136.106	740.827	1000.697	1540.136	147.142	198.068	180.196
ITLN1		NM_017625.2		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	4.39	1.131	1.131	1.306	5.012	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	3.401	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
ITLN2		NM_080878.2		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
JAK1		NM_002227.1		Endogenous	mRNA	100	631.022	884.294	1119.219	500.903	728.161	992.858	1334.608	669.989	562.918	556.706	746.552	700.704	1788.475	701.066	390.04	504.59	886.119	1194.251	864.015	600.641	1058.362	830.084	422.637	425.717	411.842	241.846	227.774	156.357	249.026	301.665	297.985	449.048	494.895	435.449	286.449	751.409	530.186	499.143	475.755	719.554	700.842	437.337	401.817	460.473	538.746	577.341	232.451	430.95
JAK2		NM_004972.2		Endogenous	mRNA	100	684.549	460.037	839.3	484.883	517.761	516.509	715.81	454.543	557.158	693.625	590.336	739.638	1645.654	969.108	359.504	552.894	557.732	751.903	688.621	445.333	560.512	408.78	616.331	626.214	602.199	293.653	574.455	228.981	592.336	455.835	221.984	299.047	405.963	221.09	280.089	317.198	538.349	319.439	321.383	353.429	365.727	237.438	625.805	667.976	486.404	668.108	295.322	217.967
JAK3		NM_000215.2		Endogenous	mRNA	97.917	86.238	16.357	28.91	4.278	8.833	61.578	118.988	39.944	26.463	6.278	28.111	59.54	442.217	6.645	42.835	16.319	34.605	100.465	35.765	12.354	104.054	35.763	22.906	1	49.941	62.516	43.864	8.242	70.607	53.783	10.872	34.248	233.728	26.407	35.243	36.238	156.747	40.588	47.846	65.253	106.774	15.43	117.291	292.323	220.561	58.266	27.138	29.115
KCNJ2		NM_000891.2		Endogenous	mRNA	100	73.153	25.558	39.923	72	97.756	73.573	206.892	29.081	12.061	22.103	28.111	8.18	236.181	21.347	53.014	35.902	22.195	339.769	109.289	30.003	28.169	80.428	21.007	21.111	44.408	205.98	61.832	155.401	67.224	20.531	20.161	265.373	99.767	42.975	94.6	70.719	256.739	71.572	96.595	131.392	47.016	70.702	59.175	133.714	142.047	71.503	33.032	99.41
KIR3DL1		NM_013289.2		Endogenous	mRNA	72.917	8.921	1.022	1	1	1	1	1.157	1	1	1	1	1	9.073	1.131	4.382	1.306	1	7.403	5.647	1.765	9.773	1.207	1	1	7.885	1.743	4.756	2.508	2.96	1.008	6.65	9.758	4.081	1.036	15.104	5.587	1.02	1.239	1	1.476	1.172	1.612	10.745	2.534	2.927	6.264	6.508	11.279
KIR3DL2		NM_006737.2		Endogenous	mRNA	70.833	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.36	1	1.177	1.15	1.207	1	1	7.885	2.74	1.585	1.553	1.268	4.408	1	8.227	2.955	2.589	5.565	5.587	1.02	4.648	2.708	20.373	1.172	5.297	3.481	4.919	4.304	2.482	5.526	4.984
KIR3DL3		NM_153443.3		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	3.699	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	7.382	1.172	1	1.211	1.193	1.377	1	1	8.131
KIR_Activating_Subgroup_1		NM_001083539.1		Endogenous	mRNA	68.75	1.189	1.022	2.294	1	1	1	1.157	1	1	1	7.735	1	2.341	1.131	1.131	3.264	1	7.403	4.761	1.177	1.15	3.169	1	1	1.245	1	15.326	1.553	2.114	1.008	1	6.697	1.829	1.036	2.385	3.033	1.02	15.802	1	7.382	1.172	1	4.692	2.534	7.059	1	6.508	9.18
KIR_Activating_Subgroup_2		NM_014512.1		Endogenous	mRNA	77.083	5.353	2.045	1.377	1	1	1	1.157	1	1	1	1	1.553	16.097	1.131	1.131	1.306	2.148	2.568	1	1.177	1.725	1.962	5.816	1.242	6.779	1.743	2.642	1.553	1	1.008	1	1.531	15.338	9.838	6.625	1.756	10.841	2.169	3.611	3.838	1.172	1	5.902	3.727	9.814	5.318	14.367	12.328
KIR_Inhibiting_Subgroup_1		NM_014218.2		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	11.414	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1.743	1.585	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	3.838	1.172	1	1.211	26.385	1.377	1	1	1.049
KIR_Inhibiting_Subgroup_2		NM_014511.3		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	2.589	1.06	1.756	1.02	1.239	1	1.181	1.172	1	1.211	35.926	1.377	1	1	1.049
KIT		NM_000222.2		Endogenous	mRNA	100	62.448	26.58	57.361	5.006	3.275	9.317	48.434	256.295	55.266	55.817	44.714	177.998	168.282	117.48	4.382	4.569	69.925	53.33	47.281	6.471	40.817	59.906	38.098	45.496	150.654	75.468	19.554	13.02	25.79	36.653	13.406	170.474	129.036	28.478	11.924	50.286	65.938	21.998	102.012	71.158	54.046	42.145	266.213	74.087	188.88	57.32	43.838	17.574
KLRAP1		NR_028045.1		Endogenous	mRNA	100	20.816	4.089	59.196	6.463	17.566	56.438	44.964	43.565	30.063	57.881	29.621	15.636	62.923	79.027	25.871	26.763	36.514	56.955	25.135	22.943	60.363	28.52	39.997	27.433	75.396	30.636	17.44	55.065	83.291	52.776	39.584	15.88	33.349	17.087	52.202	8.141	62.877	62.896	66.804	66.434	62.248	29.248	62.808	59.776	42.872	96.086	15.349	49.049
KLRB1		NM_002258.2		Endogenous	mRNA	97.917	63.637	6.134	10.554	10.832	9.627	14.458	76.193	36.323	14.942	12.471	14.527	78.592	156.576	13.43	12.299	8.486	20.286	47.287	62.34	11.177	51.165	32.141	19.108	15.692	12.312	25.654	49.148	1.553	21.563	37.661	1	18.942	142.544	29.513	15.104	37.515	60.837	10.844	7.222	47.537	3.662	10.824	124.556	91.975	84.195	8.155	8.473	17.574
KLRC1		NM_002259.3		Endogenous	mRNA	62.5	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	6.731	1.131	1.131	1.306	1	1.209	1	1.177	7.473	1.207	1	1	1.107	2.74	19.554	1.553	2.114	7.431	1	1.531	1.126	1.036	1.06	1.756	1.02	1.239	1	1.181	1.172	1	10.745	13.267	8.437	1	1	4.984
KLRC2		NM_002260.3		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	3.325	1	1	1	1	1	65.264	1.131	1.131	1.306	1	13.446	1	1.177	7.473	1.207	1	1	2.352	1	16.383	1	1.268	1.008	1	1.531	1.829	1.036	3.445	1.756	1.02	1.239	1	1.181	1.172	1	19.221	31.155	13.946	1	1	1.049
KLRC3		NM_007333.2		Endogenous	mRNA	77.083	1.189	1.022	5.048	1	1	1.606	7.952	1	2.7	1	1	1.553	9.073	1.131	1.131	1.306	1	6.194	5.647	1.177	5.174	1.207	1	1	1.107	10.71	11.098	2.508	4.651	1.008	4.117	1.531	4.081	4.66	1.06	1.277	1.02	1.239	1.806	3.838	1.172	1	14.378	108.671	2.927	1	1	6.033
KLRC4		NM_013431.2		Endogenous	mRNA	91.667	27.953	2.045	5.965	1	1	4.177	20.675	6.45	1.98	1	1	13.979	86.336	3.252	1.131	11.097	3.102	18.28	19.82	4.118	14.372	1.962	1.068	3.048	18.953	4.732	24.838	6.331	16.489	4.408	8.339	12.819	42.355	17.087	7.685	23.467	15.943	10.844	13.541	32.184	16.551	6.218	45.857	119.404	22.211	10.991	11.42	17.574
KLRD1		NM_002262.3		Endogenous	mRNA	77.083	1.189	1.022	19.732	1	1	4.177	14.892	1	1	1	1	5.695	23.121	14.561	1.131	1.306	1	7.403	7.419	1.177	4.024	3.169	1	1	13.419	1.743	15.326	1	8.879	1.008	1.583	1.531	16.464	1.036	2.385	3.033	6.76	7.126	3.611	19.192	1.172	4.376	34.96	62.162	23.588	6.264	1	28.066
KLRF1		NM_016523.1		Endogenous	mRNA	68.75	1.189	1.022	5.048	1	8.039	1	1.157	1	1	1	1	5.695	25.462	1.131	1.131	15.014	1	1.209	2.104	1.177	6.324	1.207	1	1	1.107	1.743	1.057	1	5.496	1.008	1	1.531	10.835	2.589	1.06	80.936	1.658	1.239	1	8.563	1.172	1	61.597	1.193	33.23	1	1	1.049
KLRF2		NM_001190765.1		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
KLRG1		NM_005810.3		Endogenous	mRNA	95.833	17.248	3.067	14.225	4.278	1	5.033	6.795	9.166	6.301	1	4.717	13.979	67.606	1.131	12.299	1.958	10.739	14.654	13.62	5.295	20.121	17.655	4.866	2.145	17.846	6.725	7.927	9.197	19.871	10.454	7.494	17.411	41.23	4.66	11.924	28.575	29.207	7.126	7.222	25.097	11.864	1.612	42.225	62.162	27.721	9.1	17.314	9.18
KLRG2		NM_198508.2		Endogenous	mRNA	81.25	12.49	1.022	1	2.822	1	1	5.639	2.829	1	1	1	3.21	11.414	4.383	2.121	4.569	1.193	4.985	1	2.941	13.222	1.207	10.563	8.467	7.885	1	6.87	1	2.114	1.008	4.117	1.531	16.464	4.66	6.625	6.864	14.922	1.239	1.806	9.744	1.172	3.454	11.956	1.193	4.304	3.427	1.596	11.279
KLRK1		NM_007360.1		Endogenous	mRNA	91.667	54.122	1.022	37.17	6.463	1	9.317	24.145	10.071	10.621	4.214	1.698	64.51	179.989	5.514	3.252	7.18	11.694	33.992	51.71	2.941	85.658	4.376	1	1	13.419	18.68	45.978	3.464	51.158	14.485	2.428	11.288	45.732	17.087	21.464	10.696	20.024	21.998	29.791	31.003	11.864	5.297	88.233	269.665	33.23	1	2.579	4.984
LAG3		NM_002286.5		Endogenous	mRNA	95.833	41.037	4.089	27.992	14.473	1	3.32	43.807	7.355	3.42	24.855	22.829	76.107	44.192	32.657	16.823	16.319	1	26.74	44.624	1.765	44.266	40.591	14.361	90.653	15.633	5.729	152.73	16.842	194.908	74.944	5.806	14.35	40.104	18.122	10.864	80.936	47.573	18.28	19.861	6.201	8.349	9.903	56.754	137.292	63.534	9.1	10.438	42.754
LAIR1		NM_002287.3		Endogenous	mRNA	100	168.312	26.58	80.305	26.124	39.003	208.938	394.267	115.984	30.783	81.274	55.279	224.387	847.265	62.062	46.228	78.985	103.337	289.007	297.971	33.532	290.317	180.624	87.471	47.302	65.435	58.531	85.085	3.464	121.342	88.043	24.383	60.269	305.774	45.046	275.85	66.888	212.865	59.178	66.804	110.133	131.38	55.041	246.841	371.032	523.595	60.157	51.697	59.541
LAMP3		NM_014398.3		Endogenous	mRNA	93.75	32.711	13.29	112.427	6.463	87.435	7.604	22.988	6.45	76.868	23.479	3.207	62.853	37.168	2.121	27.002	38.513	35.559	76.293	65.883	8.824	7.473	9.205	2.018	1	1.107	16.688	31.18	1	19.871	21.538	109.673	156.698	84.007	34.691	76.581	20.912	165.93	24.477	3.611	10.925	11.864	3.454	48.279	69.317	23.588	1	11.42	16.525
LCK		NM_005356.2		Endogenous	mRNA	79.167	24.384	1.022	5.048	6.463	1	5.033	7.952	11.881	1	1	1	41.315	18.438	1.131	1.131	1.306	1	7.403	8.305	1.177	36.218	1.962	1	1	2.352	15.691	12.155	1	26.636	7.431	1	5.166	54.738	1.036	1.06	5.587	32.268	15.802	9.93	7.382	7.177	5.297	49.489	96.745	27.721	1	1.596	7.082
LCP2		NM_005565.3		Endogenous	mRNA	100	390.746	104.275	448.33	74.184	193.826	486.523	760.919	189.308	84.069	194.112	155.65	544.141	1278.067	153.672	81.288	154.706	250.347	815.959	548.66	113.539	498.425	370.15	135.894	40.98	642.041	230.887	490.955	83.733	349.651	266.397	133.317	363.333	929.423	310.147	211.193	541.966	635.279	407.432	523.602	398.309	519.224	186.772	830.422	1941.618	1274.292	433.626	137.162	153.967
LEF1		NM_016269.3		Endogenous	mRNA	97.917	64.827	2.045	512.574	270.796	220.026	49.584	182.603	68.911	1	28.983	61.316	76.936	376.66	17.954	11.168	50.263	534.822	1191.834	124.348	58.24	352.404	145.615	35.249	11.176	8.992	118.308	6.87	2.508	44.393	43.707	73.361	626.601	395.832	174.49	162.436	336.354	666.91	102.555	74.929	169.185	222.776	24.642	62.808	94.36	107.611	18.555	11.42	53.246
LGALS3		NM_001177388.1		Endogenous	mRNA	100	501.368	430.391	485.959	114.235	143.806	659.585	993.402	534.203	106.391	678.488	308.092	395.033	1919.589	321.057	79.026	550.283	676.104	791.786	668.247	298.261	967.53	255.468	387.506	172.838	514.767	435.124	761.536	170.691	1416.786	932.452	198.34	507.212	1205.225	402.311	288.569	524.087	915.869	278.541	412.562	620.346	663.347	304.685	1113.737	960.151	1223.328	424.171	582.171	409.966
LIF		NM_002309.3		Endogenous	mRNA	93.75	60.069	67.472	68.374	1	46.149	1.606	69.253	9.166	9.181	11.095	2.453	28.061	283.007	4.383	1.131	525.478	59.425	238.246	44.624	5.295	23.57	4.376	1	1	532.475	14.695	237.286	2.508	8.879	54.791	14.25	268.434	178.567	32.62	12.984	285.271	39.41	18.28	69.513	8.563	7.177	4.376	261.37	683.479	534.614	70.557	111.621	2.885
LILRA1		NM_006863.1		Endogenous	mRNA	91.667	1.189	1.022	9.637	1	1	4.177	1.157	4.639	2.7	3.526	1.698	11.494	2.341	1.131	1.131	1.306	2.148	6.194	10.076	1.177	13.222	3.169	1	1	21.166	9.714	3.699	3.464	7.188	8.439	1.583	1.531	11.961	1.036	1.06	14.527	5.739	1.239	5.417	6.201	3.662	2.533	11.956	14.46	23.588	1.536	2.579	1.049
LILRA2		NM_006866.2		Endogenous	mRNA	72.917	1.189	1.022	5.965	1	1	1	1.157	6.45	1	1.462	3.962	16.464	11.414	1.131	1.131	1.958	1	1.209	8.305	1.177	12.073	1.207	1	1	8.992	1.743	1.057	1	2.96	3.401	1	12.819	9.709	1.036	9.804	17.081	1.02	1.239	1	6.201	1.318	1	22.853	18.037	7.059	1	1	1.049
LILRA3		NM_006865.3		Endogenous	mRNA	75	1.189	1.022	1	1	1	3.32	17.205	1.924	1	1	1	6.523	9.073	1.131	1.131	1.306	1	1.209	2.99	8.824	1.15	1.962	2.018	1	21.166	1	3.699	1	3.805	4.408	1	1.531	5.206	15.015	1.06	5.587	2.678	2.169	3.611	9.744	1.172	1	7.113	1.342	7.059	6.264	11.42	1.836
LILRA4		NM_012276.3		Endogenous	mRNA	60.417	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	8.992	1	2.642	1	1	1.008	1	1.531	15.338	1.036	6.625	1.277	3.699	1.239	1.806	9.744	1.172	1	10.745	3.727	1.377	3.427	1	4.984
LILRA5		NM_181879.2		Endogenous	mRNA	95.833	35.09	15.335	14.225	7.191	20.742	8.46	48.434	16.407	14.942	9.718	14.527	49.599	112.091	19.085	11.168	9.792	41.287	23.115	34.879	19.413	20.121	12.826	18.159	1	62.115	5.729	57.604	2.508	35.938	11.462	10.872	23.533	27.721	113.393	44.782	54.117	8.8	9.605	9.028	16.83	9.52	1	62.808	64.547	121.386	12.882	17.314	1.049
LILRA6		NM_024318.2		Endogenous	mRNA	93.75	27.953	1.022	9.637	1	1.687	3.32	19.518	1.924	1	8.342	10.754	13.15	76.971	1.131	3.252	4.569	1.193	2.568	38.423	10.001	2.874	1.207	8.664	1	20.059	1.743	21.668	5.375	5.496	8.439	7.494	8.227	33.349	7.767	14.044	1.277	11.861	8.366	1.806	9.744	8.349	8.06	37.382	40.696	41.495	3.427	3.561	2.885
LILRB1		NM_001081637.1		Endogenous	mRNA	100	70.774	1.022	53.689	14.473	15.184	71.003	79.663	37.228	8.461	35.864	16.791	105.1	55.899	8.906	17.954	17.625	39.378	160.895	96.887	4.118	120.151	58.699	25.755	3.048	16.739	48.569	73.458	8.242	71.452	43.707	25.228	251.597	157.179	11.909	133.817	42.623	204.703	69.093	74.026	95.96	54.046	12.666	168.143	236.274	164.086	28.01	41.873	30.164
LILRB2		NM_005874.1		Endogenous	mRNA	100	68.395	10.223	21.568	3.55	10.421	34.163	91.229	35.417	17.102	20.727	13.773	70.309	156.576	21.347	7.775	26.763	51.788	90.796	69.427	13.531	92.556	26.105	18.159	13.886	70.969	36.613	99.882	5.375	57.077	53.783	20.161	63.33	156.053	63.686	51.142	94.984	82.264	41.828	34.305	59.348	54.046	24.642	164.51	207.653	184.747	30.847	28.12	40.656
LILRB3		NM_006864.2		Endogenous	mRNA	87.5	7.732	1.022	13.308	1	6.451	5.033	7.952	16.407	1.98	5.59	1.698	26.405	105.067	1.131	1.131	3.264	13.603	3.777	36.651	1.765	13.222	1.207	1	1	34.447	6.725	24.838	1	13.107	21.538	1.583	1.531	68.247	21.229	22.524	56.671	14.922	1.239	12.639	26.278	11.864	1	33.75	74.087	67.666	6.264	1	12.328
LILRB4		NM_001081438.1		Endogenous	mRNA	100	165.933	18.401	37.17	27.58	23.918	190.947	199.953	86.111	7.021	48.936	57.543	153.146	254.911	25.871	40.573	20.236	33.65	88.379	136.75	14.707	128.199	57.492	51.391	29.239	91.997	71.483	185.496	11.109	108.658	52.776	21.85	22.003	150.424	7.767	20.404	13.25	180.215	85.204	113.748	68.796	54.046	16.351	229.891	446.162	208.164	15.719	54.644	33.311
LILRB5		NM_001081442.1		Endogenous	mRNA	97.917	46.985	9.201	37.17	1.365	15.184	35.876	32.241	19.123	9.181	42.056	15.282	52.084	140.186	65.455	3.252	12.403	54.652	6.194	211.159	18.237	107.503	6.79	17.209	5.758	18.953	33.624	207.692	4.42	38.474	62.852	24.383	18.942	25.469	20.193	26.763	43.9	38.39	1.239	14.444	65.253	93.885	39.381	111.237	182.609	286.677	47.866	1	7.082
LITAF		NM_004862.3		Endogenous	mRNA	100	295.587	286.246	558.462	428.813	286.719	279.191	587.424	665.463	212.962	580.787	544.302	654.315	1146.953	405.88	505.398	1170.413	516.684	683.012	673.562	419.449	552.464	321.863	477.707	534.094	593.345	317.563	549.088	285.361	516.233	311.741	375.674	565.376	953.064	488.262	510.096	481.943	627.117	468.16	396.312	374.688	312.999	305.606	910.331	1246.362	1489.171	456.318	420.082	302.95
LTA		NM_000595.2		Endogenous	mRNA	87.5	18.437	5.112	7.801	5.006	5.657	5.033	6.795	1.924	1	1	6.226	20.606	32.486	10.037	1.131	9.792	5.966	7.403	11.848	19.413	7.473	3.169	2.967	7.564	17.846	1	13.212	1.553	8.033	1.008	1	5.166	14.212	5.696	1.325	10.696	15.943	2.169	1	2.657	8.349	1	13.167	14.46	24.966	6.264	16.332	1.049
LTB4R		NM_181657.3		Endogenous	mRNA	100	43.416	46.004	128.947	39.959	34.24	32.449	86.603	56.238	27.903	79.21	49.242	41.315	121.456	28.133	40.573	123.373	85.199	89.588	73.856	87.655	69.561	57.492	67.532	45.496	49.941	24.658	60.775	23.531	134.026	133.387	86.873	52.615	103.144	98.895	175.155	183.103	146.544	46.785	105.623	74.701	104.431	72.544	82.18	136.1	120.008	93.249	23.208	56.393
LTB4R2		NM_019839.4		Endogenous	mRNA	100	57.69	63.383	212.464	73.456	67.586	63.292	135.181	101.5	44.465	141.821	75.655	38.83	156.576	71.11	68.847	150.789	164.432	131.889	108.403	95.891	82.208	76.807	75.128	74.396	86.463	33.624	90.37	42.643	150.092	191.831	92.784	54.146	124.533	111.322	168.796	140.959	209.804	61.657	113.748	116.038	147.785	116.761	80.969	157.565	125.518	152.815	33.032	72.131
LTBR		NM_002342.1		Endogenous	mRNA	100	629.833	456.971	492.383	546.779	551.108	553.349	781.738	583.992	338.975	666.792	422.046	361.069	1142.271	397.963	470.338	598.588	511.911	521.059	764.802	138.247	742.176	570.541	348.577	109.619	456.111	368.373	382.089	377.096	469.725	372.2	246.473	355.68	532.044	87.504	575.813	501.099	404.686	551.195	426.103	514.051	479.385	408.78	441.772	701.368	642.053	261.547	117.515	386.884
LTF		NM_002343.2		Endogenous	mRNA	79.167	6.542	1.022	11.472	1	1	1	1.157	1	1.98	1	7.735	4.038	83.995	1.131	1.131	1.306	5.012	12.237	9.19	4.118	36.218	1.207	1	3.048	4.565	12.703	1.057	1	1	4.408	12.561	1.531	7.458	1.036	1.06	10.696	1.02	1.239	19.861	12.106	8.349	1.612	9.535	8.497	1.377	1	1	4.984
LY96		NM_015364.2		Endogenous	mRNA	100	227.786	19.424	150.973	21.755	50.913	184.093	302.893	125.941	19.262	78.522	53.015	245.096	692.738	69.979	62.061	179.511	114.792	389.321	402.498	65.3	566.261	179.416	44.744	26.53	116.345	103.364	128.42	24.487	103.585	126.334	68.295	100.065	478.009	73.006	89.3	103.923	442.438	139.735	160.691	244.772	223.947	66.096	330.383	330.485	574.559	28.956	67.414	103.606
MAF		NM_005360.4		Endogenous	mRNA	100	22.005	7.156	32.581	1.365	19.154	54.724	58.844	12.786	1.26	12.471	16.791	32.203	81.653	13.43	3.252	13.708	50.833	48.495	35.765	17.06	94.856	38.177	3.917	15.692	16.739	9.714	12.155	8.242	9.724	44.714	42.961	15.88	77.253	6.731	26.763	91.152	34.308	12.084	33.402	41.632	86.855	19.115	45.857	22.807	48.382	28.01	8.473	33.311
MALT1		NM_006785.2		Endogenous	mRNA	100	140.954	430.391	652.993	195.064	495.531	318.601	317.929	334.146	193.52	249.843	312.62	346.987	627.181	288.258	270.158	415.813	542.459	553.692	600.924	479.454	466.231	336.349	271.67	350.757	441.723	260.776	311.273	204.136	303.99	352.047	326.696	493.436	344.048	551.431	320.367	577.725	450.601	411.15	335.827	382.955	339.949	363.641	450.247	770.535	479.517	231.291	330.687	306.098
MAP4K1		NM_007181.3		Endogenous	mRNA	100	36.279	2.045	11.472	19.57	18.36	24.738	36.868	10.071	3.42	6.966	8.49	50.428	123.797	2.121	11.168	11.097	9.785	26.74	38.423	14.707	29.319	7.998	6.765	4.854	7.885	11.706	28.009	7.286	34.246	19.523	13.406	17.411	70.498	22.264	31.003	10.696	45.532	20.759	15.347	16.83	30.612	13.588	57.965	109.864	59.402	17.61	15.349	15.475
MAP4K2		NM_004579.2		Endogenous	mRNA	100	164.744	193.216	161.068	323.953	89.817	118.123	132.868	230.044	287.13	317.958	302.054	264.977	283.007	263.377	349.325	76.374	297.123	187.485	178.384	153.543	178.789	141.994	188.116	204.448	317.77	247.824	479.329	250.004	277.776	318.795	209.318	159.759	242.734	121.677	320.367	308.258	265.922	221.532	146.247	188.082	267.301	124.131	386.077	301.864	266.016	236.018	308.093	140.328
MAP4K4		NM_004834.3		Endogenous	mRNA	100	422.862	149.257	909.968	870.824	594.776	850.639	1626.079	520.625	222.323	549.138	402.425	328.762	1498.151	385.522	228.313	389.702	864.163	1141.073	743.542	564.167	1126.199	632.107	263.124	423.008	356.505	491.912	382.089	342.695	499.321	505.209	381.585	798.032	856.252	757.505	622.45	1958.262	998.515	678.847	701.445	1083.317	1299.598	686.98	481.726	744.299	774.286	537.63	388.646	520.13
MAPK1		NM_138957.2		Endogenous	mRNA	100	1363.745	901.673	1606.555	1947.088	1988.176	1462.353	1361.21	1296.414	1129.617	1222.724	845.413	1368.377	1692.481	1506.323	1373.975	1334.911	2049.792	2020.936	1135.964	1432.479	1458.482	1339.511	1041.697	1022.693	1784.186	1137.499	1180.09	1099.516	824.873	1074.53	1741.146	1926.105	1017.23	2007.415	1249.935	1411.666	1868.852	1370.398	1265.671	1367.949	1406.225	1305.101	945.443	1036.474	1066.301	1034.959	1286.524	1414.029
